rt_gs_2,rt_gs_3,rt_gs_4,rt_gs_5,rt_gs_6,rt_gs_7,rt_gs_8,rt_gs_9,rt_gs_10,rt_gs_11,rt_gs_12,rt_gs_13,rt_gs_14,rt_gs_15,rt_gs_16,rt_gs_17,rt_gs_18,rt_gs_19,rt_gs_20,rt_total,gs_1,gs_2,gs_3,gs_4,gs_5,gs_6,gs_7,gs_8,gs_9,gs_10,gs_11,gs_12,gs_13,gs_14,gs_15,gs_16,gs_17,gs_18,gs_19,gs_20,sum_score,gender,home_computer,state,age
33,18,18,30,17,37,15,49,21,30,16,32,33,8,17,19,13,10,7,423,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,16,Female,Yes,California,30
20,28,19,9,25,43,12,43,19,15,14,46,15,9,11,23,6,9,8,374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,No,"North Carolina, United States",55
14,16,9,13,13,37,10,27,13,18,17,35,8,6,7,15,7,12,7,284,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,16,Female,Yes,Michigan,36
23,22,10,13,15,54,12,56,33,23,22,61,17,6,8,20,7,14,6,422,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,WI,30
20,27,12,12,13,49,12,43,26,28,10,52,11,5,10,16,11,15,7,379,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,Female,No,Michigan,37
36,27,14,16,29,100,20,58,16,28,21,83,21,13,12,17,13,18,9,551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,No,Colorado,49
23,15,8,12,14,77,18,299,11,53,14,54,18,4,6,16,10,10,4,666,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,15,Male,Yes,Texas,27
21,25,12,10,15,265,11,45,13,16,16,25,19,3,12,23,6,17,5,559,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Male,Yes,Louisiana,25
50,54,19,15,25,67,20,55,35,40,27,61,17,10,16,21,31,18,9,590,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,California,35
24,42,6,6,12,33,8,66,10,12,10,172,7,8,6,8,5,29,4,468,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,New York,28
31,16,19,38,67,72,113,56,16,30,53,32,16,7,9,12,8,16,12,623,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,California,28
17,12,8,6,10,23,10,19,14,10,9,29,5,4,7,9,6,9,5,212,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,nc,31
32,88,22,15,22,95,14,60,26,39,21,56,13,6,15,32,11,16,8,591,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,17,Male,No,"Arkansas, USA",40
23,16,9,13,12,38,14,62,10,16,14,35,8,8,9,20,7,12,9,335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,nebraska,26
30,23,10,10,13,56,15,34,11,19,13,36,10,4,17,24,5,11,4,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,"NY, USA",25
22,13,15,9,10,41,10,41,6,25,9,28,8,4,5,12,5,7,4,274,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,Minnesota,30
47,121,11,24,28,83,19,63,14,35,20,43,20,6,9,24,11,11,10,599,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,tx,33
19,10,10,7,19,7,16,6,11,8,14,37,11,5,12,7,7,7,7,220,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,11,Male,Yes,Michigan,25
28,27,12,16,17,45,23,62,14,42,16,48,13,9,15,16,8,12,8,431,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,Texas,30
7,7,11,13,8,24,15,49,42,15,24,32,17,7,12,20,8,10,9,330,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,16,Female,Yes,Cincinnati Ohio,23
16,20,7,9,13,31,9,30,17,18,11,51,22,4,8,20,7,9,4,306,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,Missouri,28
35,30,23,10,18,58,21,53,21,57,14,51,11,4,14,22,5,14,5,466,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,17,Male,Yes,California,23
18,18,12,13,13,24,9,32,10,22,9,29,8,4,7,10,8,6,4,256,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,16,Male,Yes,New Jersey,35
27,28,14,12,21,44,22,21,23,15,20,41,10,4,25,223,4,11,6,571,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,15,Male,Yes,Tennessee,22
45,23,13,13,20,44,26,59,19,33,15,68,13,5,13,22,9,11,6,457,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,Alaska,35
48,69,17,17,26,89,15,48,16,83,27,96,61,6,9,55,16,40,6,744,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,14,Male,Yes,Pennsylvania,24
38,24,16,15,47,53,27,95,34,63,57,138,59,9,14,21,8,15,8,741,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,17,Male,Yes,Maine,30
19,21,8,9,18,55,10,34,16,19,13,35,13,6,12,18,7,16,6,335,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,"New York, USA",26
24,35,11,16,26,49,41,63,26,25,13,59,15,4,19,16,5,9,7,463,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,16,Male,Yes,Idaho,29
46,42,21,26,35,122,23,105,39,87,41,81,32,8,70,41,29,12,16,876,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,No,USA,61
29,30,17,42,24,56,18,64,26,24,20,54,17,10,10,25,15,14,15,510,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,17,Female,Yes,Washington,30
38,23,15,22,14,79,13,66,27,28,23,55,9,5,22,23,9,14,6,491,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,15,Male,Yes,Arizona,20
19,18,12,7,12,27,13,37,10,21,15,31,8,4,6,19,8,16,6,289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Wisconsin,28
33,25,11,9,36,31,12,47,12,30,14,22,20,5,133,16,4,13,7,480,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Female,Yes,Ohio,26
31,31,14,9,19,56,12,40,51,21,14,37,11,7,21,31,8,9,9,431,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,Female,No,California,46
22,34,23,34,25,107,30,65,22,22,68,55,11,7,10,35,11,29,8,618,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,Georgia,26
14,6,4,23,6,35,7,9,6,9,6,12,5,3,4,14,5,5,3,176,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,17,Female,No,California,39
32,18,9,25,14,38,19,30,6,23,15,31,19,4,5,25,10,7,5,335,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Male,Yes,USA,22
20,19,10,11,12,69,29,18,83,72,245,15,11,6,10,12,79,60,6,787,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,17,Female,No,"texas,usa",37
17,23,15,7,14,37,11,32,16,23,15,32,20,6,10,22,8,24,7,339,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,connecticut,29
34,28,21,46,27,94,20,94,24,39,16,96,18,8,15,20,11,12,10,633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,California,58
27,22,18,17,29,27,17,29,23,29,16,39,15,13,36,54,24,37,18,490,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,16,Female,No,Illinois,50
25,25,8,14,17,38,14,41,19,65,16,29,11,6,10,16,8,8,6,376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Michigan,39
24,50,21,16,49,56,32,54,17,31,16,48,25,8,11,17,10,11,11,507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,Indiana,43
19,12,6,9,9,20,7,13,9,12,8,10,7,4,7,9,6,6,5,178,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,17,Female,Yes,Indiana,37
42,122,30,52,94,84,103,74,128,55,42,149,100,10,17,983,70,113,19,2287,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,12,Female,No,Iowa,51
23,9,9,10,8,19,8,19,8,16,7,20,8,6,27,8,5,10,5,225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Texas,23
44,28,13,17,16,46,14,37,34,57,11,36,13,6,12,28,6,16,5,439,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,18,Male,Yes,Connecticut,23
28,19,19,26,25,84,15,107,23,38,22,49,22,12,11,46,10,12,14,582,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Female,No,MA,52
18,17,13,10,24,52,13,46,21,20,15,37,12,5,7,12,7,17,5,351,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,Indiana,32
14,9,8,8,8,6,8,24,16,16,7,27,14,5,7,21,8,8,5,219,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,7,Female,Yes,USA,30
7,6,19,6,14,5,5,3,12,2,2,6,14,5,10,5,7,9,6,143,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,8,Male,No,Minnesota,45
73,76,21,16,80,65,11,44,37,66,68,63,12,8,20,94,9,13,7,783,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,16,Female,Yes,Texas,34
29,23,14,10,33,46,13,47,9,16,12,81,8,4,10,9,6,12,5,387,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,Missouri,20
21,41,18,12,19,45,14,83,17,64,23,52,15,5,8,33,6,8,6,490,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,Wisconsin,34
20,22,14,26,13,27,18,31,17,14,9,27,8,6,8,12,12,8,6,298,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,16,Female,No,Pennsylvania,39
28,23,9,14,16,46,12,58,10,16,13,33,7,4,11,20,4,13,5,342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,California,23
23,25,14,12,22,44,16,52,13,25,19,74,11,7,13,15,12,20,9,426,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Male,Yes,New York,21
30,32,15,29,31,59,23,63,26,26,14,44,16,9,16,31,18,16,18,516,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,16,Female,No,"Livingston, Tx",48
22,14,9,12,18,40,16,58,15,22,13,42,14,6,8,18,8,9,7,351,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,Georgia,32
18,28,14,15,11,49,9,99,11,19,13,39,15,13,9,108,8,13,6,497,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,Michigan,24
22,19,9,5,9,35,11,38,10,37,12,22,9,6,9,9,8,14,5,289,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,"Hampshire High, Hampshire, Illinois",23
54,33,10,11,12,47,24,20,26,39,8,27,14,4,7,16,29,11,4,396,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,17,Male,Yes,"United States, MN",23
97,78,23,75,111,93,26,141,110,70,153,51,33,19,11,17,50,93,9,1260,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,18,Female,Yes,North Carolina,30
30,18,16,41,28,55,16,91,19,104,16,38,10,6,12,21,7,10,8,546,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,15,Female,Yes,New York,25
60,54,16,15,104,152,27,101,85,39,32,173,34,9,13,328,11,18,19,1290,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,17,Female,Yes,CO,43
26,29,11,19,30,85,12,50,17,43,12,40,14,6,14,21,8,12,9,458,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,"tennessee, usa",33
39,62,27,32,30,78,16,80,39,46,35,108,78,8,38,46,13,23,10,808,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,16,Male,No,North Carolina,56
22,25,13,12,12,28,12,62,13,88,198,30,14,5,7,69,7,7,7,631,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,New York,20
71,33,13,10,17,41,21,40,13,23,15,73,16,6,17,16,185,20,23,653,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,17,Female,No,Pennsylvania,53
22,16,5,7,13,30,8,33,11,21,10,20,6,4,6,7,4,6,4,233,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,Connecticut,26
13,17,14,13,25,44,18,48,17,38,36,50,11,8,14,23,9,11,7,416,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,Minnesota,24
30,23,8,9,9,46,9,34,7,63,13,110,12,6,11,28,6,8,4,436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,Yes,Texas,24
9,22,8,17,13,33,8,39,11,13,29,31,10,4,13,12,9,10,4,295,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,12,Female,Yes,Florida,23
17,46,17,23,29,17,8,40,9,11,9,13,9,3,6,8,9,10,5,289,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,14,Female,Yes,"California, United States",28
5,4,5,5,5,7,5,9,4,6,27,27,16,18,15,19,19,16,6,218,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,17,Female,Yes,WISCONSIN,28
27,26,11,13,15,36,14,60,14,23,18,34,13,6,9,30,6,11,5,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,"Ohio, USA",54
25,24,12,7,18,41,13,53,14,29,17,55,12,6,13,16,9,12,7,383,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,16,Male,No,TN,43
20,20,11,11,16,54,18,43,13,22,12,35,8,5,10,18,6,11,9,342,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,PA,28
18,11,16,7,15,23,10,27,13,13,15,34,14,6,12,12,5,8,5,264,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Female,Yes,New York,39
22,15,10,10,13,31,12,37,13,22,10,33,15,6,5,12,7,9,5,287,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,"Maryland, USA",38
22,23,14,10,13,10,13,23,9,6,13,17,12,4,8,21,4,13,4,239,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,13,Male,No,New York,37
25,30,9,8,16,44,26,52,21,34,13,45,14,5,8,13,19,9,5,396,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,Male,No,Missouri,44
19,31,12,37,14,48,15,54,15,27,17,39,9,7,8,23,6,9,6,396,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,north carolina,24
17,14,8,11,12,24,9,30,12,30,10,30,7,4,14,23,6,6,5,272,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,17,Female,Yes,Illinois,33
21,30,12,9,20,53,12,79,17,28,25,80,13,5,12,25,7,21,7,476,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,Texas,24
16,12,31,12,13,33,12,33,16,13,18,27,11,3,9,14,8,10,5,296,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,13,Female,Yes,Louisiana,28
29,52,9,13,16,124,64,91,11,48,17,64,14,6,11,65,7,16,7,664,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,pennsylvania,25
24,23,15,14,20,80,17,42,11,50,14,41,8,6,11,22,9,11,8,426,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Male,Yes,Colorado,36
29,45,15,14,26,51,71,91,17,42,14,56,15,2196,8,16,16,15,7,2744,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,United States,31
47,83,23,27,43,88,27,91,37,63,30,69,36,21,33,48,25,28,24,843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,Florida,45
44,23,13,11,18,67,34,91,60,121,12,104,15,12,20,85,9,281,31,1051,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,No,Louisiana,52
41,9,8,9,19,17,9,14,8,37,8,6,7,7,19,12,6,7,7,250,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,18,Female,Yes,Alabama,31
24,21,11,31,16,42,11,61,16,17,16,39,11,5,7,10,7,12,8,365,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,minnesota,42
25,25,10,11,14,47,17,40,12,33,13,30,7,4,7,49,15,8,4,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Tennessee,34
36,30,15,23,30,60,38,50,26,30,21,78,16,9,20,19,14,19,11,545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,New Jersey,41
21,24,19,19,43,34,14,34,10,22,17,27,13,6,8,15,7,6,6,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,Ohio,43
33,53,12,10,18,69,14,82,14,23,14,49,8,4,9,32,7,20,5,476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,Yes,ohio,25
182,30,14,11,11,66,15,64,45,13,11,34,9,5,32,45,5,13,4,609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Male,Yes,"North Carolina, USA",29
21,22,8,9,11,29,16,61,12,19,10,31,13,6,10,23,5,17,7,330,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,17,Male,Yes,Massachusetts,30
55,81,25,58,17,62,23,50,22,70,15,49,32,40,10,21,12,22,9,673,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,15,Female,No,Louisiana,35
9,15,8,10,9,37,7,89,7,12,73,111,207,7,29,27,18,34,11,720,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,14,Female,No,United States,35
21,26,14,12,23,131,20,41,17,49,148,35,19,5,7,10,10,11,12,611,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,Ohio,43
18,43,12,9,27,55,15,61,18,31,12,57,20,5,13,17,8,11,10,442,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,Male,Yes,North Carolina,30
23,31,19,13,19,70,17,60,26,85,25,47,20,7,14,18,22,18,18,552,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,14,Male,Yes,California,28
22,20,9,10,24,46,11,42,11,21,13,34,10,5,10,11,8,10,4,321,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,Illinois,36
20,21,7,61,38,44,39,90,33,39,168,27,9,6,7,7,6,9,4,635,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,14,Female,Yes,"AR, USA",30
27,19,13,11,21,41,10,46,12,26,12,27,10,6,9,11,9,14,7,331,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Female,No,New York Ciry,56
24,90,13,25,42,66,34,134,57,88,33,63,70,8,60,42,15,90,30,984,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,16,Male,Yes,connecticut,35
26,25,15,23,16,59,14,40,12,50,15,29,11,4,11,85,11,18,5,469,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,California,38
20,20,8,17,14,43,9,30,15,17,17,30,10,5,6,9,5,6,4,285,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,17,Male,Yes,Michigan,24
58,54,44,13,34,118,12,134,35,47,19,68,22,7,10,58,6,15,5,759,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,Indiana,30
33,32,9,9,33,53,13,71,62,46,11,48,9,5,7,14,9,11,4,479,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,18,Male,Yes,Texas,24
134,85,16,22,66,80,30,67,47,41,20,40,8,6,9,58,36,9,5,779,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,15,Male,Yes,Iowa,33
13,17,7,6,12,6,10,7,11,16,14,28,7,5,5,11,6,6,4,191,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,16,Male,Yes,pennsylvania,26
21,27,17,16,20,73,23,113,22,26,19,23,14,9,7,26,10,9,8,483,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,15,Male,Yes,usa,30
24,26,12,23,19,54,16,50,17,49,17,54,11,9,15,24,11,20,9,460,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Male,Yes,Wisconsin,31
23,28,16,67,25,656,12,51,8,17,12,43,14,4,15,64,5,14,16,1090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,Male,Yes,"Columbus, Ohio",32
37,16,15,7,13,42,9,39,16,23,14,38,11,4,8,59,6,7,4,368,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,"Ocala, FL",31
39,29,13,22,18,398,34,83,58,33,41,73,13,6,14,39,15,44,7,979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,"Montgomery County, PA",24
21,19,13,14,12,43,20,50,25,16,15,43,9,6,14,16,6,22,7,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,Tennessee,34
65,38,21,17,32,101,40,76,53,83,104,122,25,16,88,38,13,14,7,953,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,16,Male,Yes,Illinois,27
16,19,6,9,16,24,7,45,6,26,11,29,8,5,10,7,5,8,5,262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Indiana,38
25,22,16,16,21,40,18,47,14,29,17,47,13,6,9,15,8,15,5,383,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,Yes,Michigan,25
33,27,17,10,18,38,9,56,78,19,12,48,12,11,10,16,8,23,6,451,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,17,Male,Yes,michigan,27
25,21,14,17,22,66,13,79,10,20,15,59,10,20,10,17,7,12,35,472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,West Virginia,26
6,5,15,6,11,16,6,7,37,5,6,6,7,7,8,5,4,7,8,172,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,6,Female,Yes,millinocket,29
27,73,29,85,58,65,25,78,58,36,16,84,17,7,59,31,10,19,8,785,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,15,Male,Yes,Washington,27
11,12,5,7,14,37,7,31,6,11,12,42,6,3,5,6,3,7,3,228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,"NJ, USA",35
40,38,13,15,27,46,15,68,30,18,14,53,20,6,7,23,16,14,7,470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,Yes,Indiana,38
24,16,25,10,18,33,32,34,13,21,15,27,11,5,6,8,7,9,12,326,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,Framingham,32
27,39,23,16,20,58,18,106,29,35,32,82,24,6,18,21,9,16,8,587,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Male,No,PA,22
18,23,9,11,19,30,25,44,11,52,12,49,8,4,8,22,5,18,4,372,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,17,Male,Yes,New York City,23
22,19,11,12,22,31,11,45,10,23,17,54,16,6,9,28,6,9,7,358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,North Florida,37
20,15,9,13,20,45,11,52,13,25,10,34,9,3,9,15,8,8,4,323,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,17,Female,Yes,Mississippi,26
22,15,9,10,16,33,8,35,12,16,12,29,9,10,13,15,11,10,6,291,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Male,No,Wisconsin,40
9,33,8,12,25,33,10,19,18,26,12,33,40,5,13,53,28,9,8,394,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16,Male,Yes,youngstown oh,32
33,16,6,6,11,67,10,35,10,32,11,27,10,4,8,11,6,8,5,316,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,new jersey,27
18,17,6,9,12,39,7,57,14,31,12,42,14,4,16,51,85,50,4,488,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,North Carolina,21
17,39,12,13,16,23,10,52,30,25,17,34,37,6,13,14,6,11,6,381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Ohio,28
30,30,132,24,38,67,103,57,66,25,54,113,14,7,64,35,11,95,10,975,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,"Walla Walla, WA",47
25,49,8,11,33,83,37,69,33,64,14,68,40,5,9,24,6,31,9,618,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,Maryland,23
36,55,21,33,44,96,15,98,24,43,40,48,31,9,31,52,15,64,12,767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18,Male,No,new jersey,55
